Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:32.38,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1266
2,3:32.48,Neil GOURLEY,07 FEB 1995,GBR,1,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1264
3,3:33.22,Yared NUGUSE,01 JUN 1999,USA,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1253
4,3:33.28,Adel MECHAAL,05 DEC 1990,ESP,2,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1252
5,3:33.49,Andrew COSCORAN,18 JUN 1996,IRL,3,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1249
6,3:33.69,Yared NUGUSE,01 JUN 1999,USA,1,,"Gallur, Madrid (ESP)",22 FEB 2023,1247
7,3:33.95,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Ataköy Arena, Istanbul (TUR)",03 MAR 2023,1243
8,3:34.23,Neil GOURLEY,07 FEB 1995,GBR,2,,"Ataköy Arena, Istanbul (TUR)",03 MAR 2023,1239
9,3:34.32,Mohamed KATIR,17 FEB 1998,ESP,2,,"Gallur, Madrid (ESP)",22 FEB 2023,1237
10,3:34.58,Neil GOURLEY,07 FEB 1995,GBR,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1234
11,3:34.72,Amos BARTELSMEYER,25 JUL 1994,GER,f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1232
12,3:34.76,Luke MCCANN,12 MAR 1998,IRL,4,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1231
13,3:34.78,Oliver HOARE,29 JAN 1997,AUS,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1231
14,3:34.82,Adel MECHAAL,05 DEC 1990,ESP,3,,"Gallur, Madrid (ESP)",22 FEB 2023,1230
15,3:34.93,Josh KERR,08 OCT 1997,GBR,5,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1229
16,3:34.99,Grant FISHER,22 APR 1997,USA,4,,"Gallur, Madrid (ESP)",22 FEB 2023,1228
17,3:35.02,Anass ESSAYI,18 MAY 2001,MAR,f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1227
18,3:35.27,Azeddine HABZ,19 JUL 1993,FRA,2,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1224
