Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:27.40,,Bernard LAGAT,12 DEC 1974,KEN,1,,Zürich (SUI),06 AUG 2004,1282
2,3:27.64,,Hicham EL GUERROUJ,14 SEP 1974,MAR,2,,Zürich (SUI),06 AUG 2004,1279
3,3:30.04,,Timothy KIPTANUI,05 JAN 1980,KEN,2,,"Stade de France, Paris-St-Denis (FRA)",23 JUL 2004,1244
4,3:30.25,,Rashid RAMZI,17 JUL 1980,BRN,1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1241
5,3:30.33,,Ivan HESHKO,19 AUG 1979,UKR,2,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1240
6,3:30.46,,Alex KIPCHIRCHIR,26 NOV 1984,KEN,3,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1238
7,3:30.60,,Cornelius CHIRCHIR,05 JUN 1983,KEN,3,,"Stade de France, Paris-St-Denis (FRA)",23 JUL 2004,1236
8,3:30.90,,Rui SILVA,03 AUG 1977,POR,5,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1232
9,3:30.99,,Isaac Kiprono SONGOK,25 APR 1984,KEN,3,,Zürich (SUI),06 AUG 2004,1231
10,3:31.10,,Paul KORIR,15 JUL 1977,KEN,1,,Herakleion (GRE),04 JUL 2004,1229
11,3:31.13,,Mulugeta WENDIMU,07 JAN 1985,ETH,2,,Heusden-Zolder (BEL),31 JUL 2004,1229
12,3:31.25,,Mehdi BAALA,17 AUG 1978,FRA,3,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1227
13,3:32.10,,William CHIRCHIR,06 FEB 1979,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1215
14,3:32.35,,Tarek BOUKENSA,19 NOV 1981,ALG,2,,Herakleion (GRE),04 JUL 2004,1211
15,3:32.37,,Michael EAST,20 JAN 1978,GBR,7,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1211
16,3:32.44,,Kamal BOULAHFANE,01 JUL 1976,ALG,3,,Heusden-Zolder (BEL),31 JUL 2004,1210
17,3:32.46,,Ali SAIDI-SIEF,15 MAR 1978,ALG,9,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1210
18,3:32.68,,Nick WILLIS,25 APR 1983,NZL,9,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1207
19,3:32.73,,Alan WEBB,13 JAN 1983,USA,1,,Ostrava (CZE),08 JUN 2004,1206
20,3:32.81,,Laban ROTICH,20 JAN 1969,KEN,5,,Herakleion (GRE),04 JUL 2004,1205
21,3:32.86,,Adil KAOUCH,01 JAN 1979,MAR,6,,Herakleion (GRE),04 JUL 2004,1204
22,3:32.88,,Álvaro FERNÁNDEZ CEREZO,07 APR 1981,ESP,11,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1204
23,3:32.95,,Juan Carlos HIGUERO,03 AUG 1978,ESP,12,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1203
24,3:32.97,,Mounir YEMMOUNI,12 OCT 1983,FRA,10,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1203
25,3:33.01,,Youssef BABA,07 AUG 1979,MAR,4,,Heusden-Zolder (BEL),31 JUL 2004,1202
26,3:33.20,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1200
27,3:33.22,,Benjamin KIPKURUI,28 DEC 1980,KEN,5,,Heusden-Zolder (BEL),31 JUL 2004,1199
28,3:33.38,,Noah NGENY,02 NOV 1978,KEN,7,,Herakleion (GRE),04 JUL 2004,1197
29,3:33.46,,Abdelslam KENNOUCHE,07 OCT 1980,ALG,7,,Heusden-Zolder (BEL),31 JUL 2004,1196
30,3:33.87,,Gert-Jan LIEFERS,26 SEP 1978,NED,11,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1190
31,3:34.35,,Robert RONO,16 AUG 1978,KEN,2,,Rieti (ITA),05 SEP 2004,1184
32,3:34.37,,Manuel DAMIAO,19 JUL 1978,POR,9,,Heusden-Zolder (BEL),31 JUL 2004,1183
33,3:34.43,,Kevin SULLIVAN,20 MAR 1974,CAN,12,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1182
34,3:34.48,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,1,,Leverkusen (GER),01 AUG 2004,1182
35,3:34.66,,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,1,,Naimette-Xhovémont (BEL),03 AUG 2004,1179
36,3:34.71,,Charlie GRUBER,06 AUG 1978,USA,10,,Heusden-Zolder (BEL),31 JUL 2004,1179
37,3:35.37,,Reyes ESTÉVEZ,02 AUG 1976,ESP,3f1,,Sevilla (ESP),05 JUN 2004,1169
38,3:35.42,,Samwel MWERA,03 JUN 1985,TAN,6,,Rieti (ITA),05 SEP 2004,1169
39,3:35.50,,Vyacheslav SHABUNIN,27 SEP 1969,RUS,14,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1168
40,3:35.53,,Michael TOO,03 AUG 1983,KEN,6,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1167
40,3:35.53,,Abdelaati IGUIDER,25 MAR 1987,MAR,1,,"Stadio Zecchini, Grosseto (ITA)",15 JUL 2004,1167
42,3:35.80,,Benson Marrianyi ESHO,02 FEB 1987,KEN,2,,"Stadio Zecchini, Grosseto (ITA)",15 JUL 2004,1164
43,3:35.96,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,3,,"Stadio Zecchini, Grosseto (ITA)",15 JUL 2004,1161
