Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,51.32,,Wadeline JONATHAS,19 FEB 1998,USA,1h1,,"Convention Center, Albuquerque, NM (USA) (i)",14 FEB 2020,1187
2,51.37,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,1f1,,"Arena, Toruń (POL) (i)",08 FEB 2020,1185
3,51.57,,Jessie KNIGHT,15 JUN 1994,GBR,1,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1177
4,51.82,,Lada VONDROVÁ,06 SEP 1999,CZE,1,,"Atletická hala, Ostrava (CZE) (i)",23 FEB 2020,1167
5,51.90,,Lisanne DE WITTE,10 SEP 1992,NED,2f1,,"Arena, Toruń (POL) (i)",08 FEB 2020,1164
6,51.93,,Lea SPRUNGER,05 MAR 1990,SUI,3f1,,"Arena, Toruń (POL) (i)",08 FEB 2020,1163
7,51.98,,Na'Asha ROBINSON,23 JAN 1997,USA,2f2,,"Convention Center, Albuquerque, NM (USA) (i)",15 FEB 2020,1161
8,52.02,,Antonina KRIVOSHAPKA,21 JUL 1987,RUS,1,,"LFK CSKA, Moskva (RUS) (i)",26 FEB 2020,1159
9,52.06,,Doneisha ANDERSON,21 SEP 2000,BAH,1f2,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",14 FEB 2020,1158
10,52.07,,Shae ANDERSON,07 APR 1999,USA,1f1,,"Convention Center, Albuquerque, NM (USA) (i)",14 FEB 2020,1157
10,52.07,,Quanera HAYES,07 MAR 1992,USA,3f2,,"Convention Center, Albuquerque, NM (USA) (i)",15 FEB 2020,1157
12,52.08,,Alexis HOLMES,28 JAN 2000,USA,1f1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",29 FEB 2020,1157
13,52.14,,Kyra CONSTANTINE,01 AUG 1998,CAN,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",14 FEB 2020,1155
14,52.15,,Stephanie DAVIS,07 FEB 1999,USA,1f2,,"Gilliam Indoor Track, College Station, TX (USA) (i)",29 FEB 2020,1154
15,52.19,,Polina MILLER,09 JUN 2000,RUS,1h4,,"LFK CSKA, Moskva (RUS) (i)",25 FEB 2020,1153
16,52.20,,Kennedy SIMON,12 FEB 2000,USA,1f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",01 FEB 2020,1152
17,52.22,,Amber ANNING,18 NOV 2000,GBR,1f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",14 FEB 2020,1152
18,52.24,,Courtney OKOLO,15 MAR 1994,USA,1f2,,"Houston-Yeoman FH, Houston, TX (USA) (i)",31 JAN 2020,1151
19,52.25,,Amalie IUEL,17 APR 1994,NOR,1,,"Bærum Idrettspark, Rud, Bærum (NOR) (i)",01 FEB 2020,1150
19,52.25,,Syaira RICHARDSON,29 OCT 1998,USA,2f1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",29 FEB 2020,1150
21,52.31,,Taylor MANSON,29 SEP 1999,USA,4f2,,"Gilliam Indoor Track, College Station, TX (USA) (i)",29 FEB 2020,1148
22,52.37,,Andrea MIKLÓS,17 APR 1999,ROU,1f1,,"Ataköy Arena, Istanbul (TUR) (i)",16 FEB 2020,1146
23,52.39,,Iga BAUMGART-WITAN,11 APR 1989,POL,1f2,,"Arena, Toruń (POL) (i)",08 FEB 2020,1145
24,52.43,,Margaret Vanessa BARRIE,29 MAY 1996,SLE,1f5,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",14 FEB 2020,1144
25,52.44,,Yekaterina RENZHINA,18 OCT 1994,RUS,3,,"LFK CSKA, Moskva (RUS) (i)",26 FEB 2020,1143
