Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,50.30,,Femke BOL,23 FEB 2000,NED,1,,"Omnisport, Apeldoorn (NED) (i)",27 FEB 2022,1227
2,50.31,,Shaunae MILLER-UIBO,15 APR 1994,BAH,1,,"Štark Arena, Beograd (SRB) (i)",19 MAR 2022,1226
3,50.71,,Polina MILLER,09 JUN 2000,ANA,1,,"SK Arena, St. Petersburg (RUS) (i)",16 FEB 2022,1211
4,50.77,,Alexis HOLMES,28 JAN 2000,USA,1f1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1208
5,50.79,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,3,,"Štark Arena, Beograd (SRB) (i)",19 MAR 2022,1207
6,50.88,,Britton WILSON,13 NOV 2000,USA,2f1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1204
7,50.98,,Talitha DIGGS,22 AUG 2002,USA,1f1,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1200
8,51.04,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,1,,"Arena, Toruń (POL) (i)",06 MAR 2022,1198
9,51.10,,Anna KIEŁBASIŃSKA,26 JUN 1990,POL,1f1,,"Atletická hala, Ostrava (CZE) (i)",03 FEB 2022,1195
10,51.15,,Natalia KACZMAREK,17 JAN 1998,POL,2f2,,"Arena, Toruń (POL) (i)",22 FEB 2022,1193
11,51.20,,Lieke KLAVER,20 AUG 1998,NED,2,,"Omnisport, Apeldoorn (NED) (i)",27 FEB 2022,1191
12,51.24,,Charokee YOUNG,21 AUG 2000,JAM,1f1,,"Convention Center, Albuquerque, NM (USA) (i)",12 FEB 2022,1190
13,51.29,,Stephanie DAVIS,07 FEB 1999,USA,2f2,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1188
14,51.35,,Yekaterina RENZHINA,18 OCT 1994,RUS,2,,"LFK CSKA, Moskva (RUS) (i)",26 FEB 2022,1185
15,51.46,,Kennedy SIMON,12 FEB 2000,USA,2f1,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1181
16,51.49,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,1f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1180
17,51.51,,Jan'Taijah JONES,15 MAR 2001,USA,3f1,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1179
18,51.57,,Aliyah ABRAMS,03 APR 1997,GUY,3sf1,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1177
19,51.63,,Modesta Justė MORAUSKAITĖ,02 OCT 1995,LTU,2f1,,"Gallur, Madrid (ESP) (i)",02 MAR 2022,1174
20,51.64,,Lauren GALE,01 JAN 2000,CAN,4f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1174
21,51.66,,Phil HEALY,19 NOV 1994,IRL,3f1,,"Gallur, Madrid (ESP) (i)",02 MAR 2022,1173
22,51.68,,Corinna SCHWAB,05 APR 1999,GER,1f2,,"Atletická hala, Ostrava (CZE) (i)",03 FEB 2022,1173
23,51.87,,Amber ANNING,18 NOV 2000,GBR,4f1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1165
24,51.88,,Lynna IRBY,06 DEC 1998,USA,1f2,,"The Podium, Spokane, WA (USA) (i)",27 FEB 2022,1165
25,51.90,,Lada VONDROVÁ,06 SEP 1999,CZE,1,,"Atletická hala, Ostrava (CZE) (i)",06 MAR 2022,1164
