Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,49.27,,Sanya RICHARDS-ROSS,26 FEB 1985,USA,1,,"Olympiastadion, Berlin (GER)",16 SEP 2007,1235
2,49.61,,Christine OHURUOGU,17 MAY 1984,GBR,1,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1221
3,49.64,,DeeDee TROTTER,08 DEC 1982,USA,1,,"Indianapolis, IN (USA)",23 JUN 2007,1220
4,49.65,,Nicola SANDERS,23 JUN 1982,GBR,2,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1220
5,49.66,,Novlene WILLIAMS-MILLS,26 APR 1982,JAM,1sf1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1219
6,49.70,,Allyson FELIX,18 NOV 1985,USA,1,,Stockholm (SWE),07 AUG 2007,1218
7,49.84,,Natasha HASTINGS,23 JUL 1986,USA,2,,"Indianapolis, IN (USA)",23 JUN 2007,1212
8,49.93,,Natalya ANTYUKH,26 JUN 1981,RUS,2sf2,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1208
9,50.15,,Amy Mbacké THIAM,10 NOV 1976,SEN,2,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1199
10,50.16,,Ana Gabriela GUEVARA,04 MAR 1977,MEX,4,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1199
11,50.22,,Tatyana VESHKUROVA,23 SEP 1981,RUS,2,,Tula (RUS),02 AUG 2007,1197
12,50.24,,Mary WINEBERG,03 JAN 1980,USA,3,,"Indianapolis, IN (USA)",23 JUN 2007,1196
13,50.31,,Ilona USOVICH,14 NOV 1982,BLR,3sf1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1193
14,50.37,,Shericka WILLIAMS,17 SEP 1985,JAM,4sf2,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1191
15,50.52,,Natalya NAZAROVA,26 MAY 1979,RUS,3,,Tula (RUS),02 AUG 2007,1185
16,50.73,,Joanne CUDDIHY,11 MAY 1984,IRL,4sf1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1176
17,50.78,,Tatyana LEVINA,28 FEB 1977,RUS,4,,Tula (RUS),02 AUG 2007,1174
18,50.81,,Olesya ZYKINA,07 OCT 1980,RUS,1sf2,,Tula (RUS),01 AUG 2007,1173
19,50.82,,Monique HENDERSON,18 FEB 1983,USA,5,,"Indianapolis, IN (USA)",23 JUN 2007,1173
20,50.84,,Yelena MIGUNOVA,04 JAN 1984,RUS,5,,Tula (RUS),02 AUG 2007,1172
21,50.90,,Amantle MONTSHO,04 JUL 1983,BOT,4sf3,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1170
22,50.98,,Tatyana FIROVA,10 OCT 1982,RUS,6,,Tula (RUS),02 AUG 2007,1166
23,50.99,,Christine AMERTIL,18 AUG 1979,BAH,2,,Rio de Janeiro (BRA),25 JUL 2007,1166
24,51.00,,Indira TERRERO,29 NOV 1985,CUB,1,,La Habana (CUB),26 MAY 2007,1166
24,51.00,,Shereefa LLOYD,02 SEP 1982,JAM,5sf3,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1166
26,51.01,,Yuliana YUSHCHANKA,14 AUG 1984,BLR,1,,Minsk (BLR),11 AUG 2007,1165
