Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:57.47,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1249
2,3:59.48,Gudaf TSEGAY,23 JUN 1997,ETH,,,"Arena, Toruń (POL)",08 FEB 2023,1232
3,4:02.01,Hirut MESHESHA,20 JAN 2001,ETH,2,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1212
4,4:02.47,Freweyni HAILU,12 FEB 2001,ETH,3,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1208
5,4:03.07,Laura MUIR,09 MAY 1993,GBR,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1203
6,4:03.18,Josette ANDREWS,15 DEC 1995,USA,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1202
7,4:03.40,Laura MUIR,09 MAY 1993,GBR,1,,"Ataköy Arena, Istanbul (TUR)",04 MAR 2023,1200
8,4:03.76,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,2,,"Ataköy Arena, Istanbul (TUR)",04 MAR 2023,1197
9,4:03.98,Katie SNOWDEN,09 MAR 1994,GBR,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1196
10,4:04.06,Sofia ENNAOUI,30 AUG 1995,POL,3,,"Ataköy Arena, Istanbul (TUR)",04 MAR 2023,1195
11,4:04.29,Lucia STAFFORD,17 AUG 1998,CAN,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1193
12,4:04.86,Esther GUERRERO,07 FEB 1990,ESP,4,,"Ataköy Arena, Istanbul (TUR)",04 MAR 2023,1189
13,4:06.07,Heather MACLEAN,31 AUG 1995,USA,,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1179
14,4:06.09,Lucia STAFFORD,17 AUG 1998,CAN,,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1179
15,4:06.13,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1178
16,4:06.15,Axumawit EMBAYE,18 OCT 1994,ETH,4,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1178
17,4:06.23,Hanna KLEIN,06 APR 1993,GER,5,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1178
18,4:06.38,Alicia MONSON,13 MAY 1998,USA,,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1176
19,4:06.43,Winnie NANYONDO,23 AUG 1993,UGA,6,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1176
