Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:03.73,,Lidia CHOJECKA,25 JAN 1977,POL,1,,Stockholm (SWE) (i),20 FEB 2007,1198
2,4:05.81,,Helen CLITHEROE,02 JAN 1974,GBR,2,,Stockholm (SWE) (i),20 FEB 2007,1181
3,4:06.04,,Natalya PANTELEYEVA,10 SEP 1983,RUS,2,,"National Indoor Arena, Birmingham (GBR) (i)",03 MAR 2007,1179
4,4:06.48,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,3,,"National Indoor Arena, Birmingham (GBR) (i)",03 MAR 2007,1176
5,4:06.75,,Sonja ROMAN,11 MAR 1979,SLO,3,,Stockholm (SWE) (i),20 FEB 2007,1173
6,4:09.18,,Mayte MARTÍNEZ,17 MAY 1976,ESP,5,,"National Indoor Arena, Birmingham (GBR) (i)",03 MAR 2007,1154
7,4:09.58,,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,3,,Karlsruhe (GER) (i),11 FEB 2007,1151
8,4:09.62,,Nataliya TOBIAS,22 NOV 1980,UKR,6,,"National Indoor Arena, Birmingham (GBR) (i)",03 MAR 2007,1150
9,4:09.96,,Hilary STELLINGWERFF,07 AUG 1981,CAN,4,,Stockholm (SWE) (i),20 FEB 2007,1148
10,4:10.91,,Siham HILALI,02 MAY 1986,MAR,2,,Gent (BEL) (i),04 FEB 2007,1140
11,4:11.35,,Oksana ZBROZHEK,12 JAN 1978,RUS,1,,St. Petersburg (RUS) (i),07 JAN 2007,1137
12,4:11.75,,Irene JELAGAT,10 DEC 1988,KEN,5,,Stockholm (SWE) (i),20 FEB 2007,1134
13,4:12.35,,Marina MUNĆAN,06 NOV 1982,SRB,4h1,,"National Indoor Arena, Birmingham (GBR) (i)",02 MAR 2007,1129
14,4:12.63,,Yelena KANALES,07 FEB 1976,RUS,3,,Volgograd (RUS) (i),10 FEB 2007,1127
15,4:13.32,,Cristina VASILOIU,04 MAR 1988,ROU,5h1,,"National Indoor Arena, Birmingham (GBR) (i)",02 MAR 2007,1121
16,4:13.43,,Yuliya KREVSUN,08 DEC 1980,UKR,3,,Gent (BEL) (i),04 FEB 2007,1120
17,4:13.61,,Sylwia EJDYS,15 JUL 1984,POL,2,,"Velódromo Luis Puig, Valencia (ESP) (i)",10 FEB 2007,1119
18,4:13.76,,Olga KOMYAGINA,10 FEB 1974,RUS,2,,St. Petersburg (RUS) (i),07 JAN 2007,1118
19,4:14.08,,Iris María FUENTES-PILA,10 AUG 1980,ESP,3,,"Velódromo Luis Puig, Valencia (ESP) (i)",10 FEB 2007,1115
20,4:14.12,,Olesya SYREVA,25 NOV 1983,RUS,4,,Volgograd (RUS) (i),10 FEB 2007,1115
21,4:14.65,,Olesya TYURINA,03 SEP 1980,RUS,3,,St. Petersburg (RUS) (i),07 JAN 2007,1111
22,4:15.20,,Tetyana KRIVOBOK-MEZENTSEVA,17 JAN 1972,UKR,5,,Düsseldorf (GER) (i),06 FEB 2007,1107
23,4:15.23,,Mari JÄRVENPÄÄ,29 NOV 1981,FIN,6,,Stockholm (SWE) (i),20 FEB 2007,1106
24,4:15.75,,Margarita PLAKSINA,01 OCT 1977,RUS,3,,Moskva (RUS) (i),24 JAN 2007,1102
