Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:59.98,,Regina JACOBS,28 AUG 1963,USA,1,,"Boston, MA (USA) (i)",01 FEB 2003,1228
2,4:00.72,,Natalya GORELOVA,18 APR 1973,RUS,1,,Moskva (RUS) (i),27 FEB 2003,1222
3,4:02.58,,Yekaterina NOZKOVA-ROZENBERG,23 JAN 1980,RUS,2,,Moskva (RUS) (i),27 FEB 2003,1207
4,4:02.66,,Kelly HOLMES,19 APR 1970,GBR,2,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1206
5,4:03.58,,Lidia CHOJECKA,25 JAN 1977,POL,1,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2003,1199
6,4:04.77,,Yekaterina PUZANOVA,01 JAN 1979,RUS,3,,Moskva (RUS) (i),27 FEB 2003,1189
7,4:05.45,,Yuliya KOSENKOVA,28 MAR 1973,RUS,4,,Moskva (RUS) (i),27 FEB 2003,1184
8,4:05.69,,Alesia TURAVA,06 DEC 1979,BLR,2,,Stockholm (SWE) (i),18 FEB 2003,1182
9,4:06.72,,Hasna BENHASSI,01 JUN 1978,MAR,3,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2003,1174
10,4:07.19,,Irina LISHCHINSKA,15 JAN 1976,UKR,5,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1170
11,4:07.40,,Hayley PARRY-TULLETT,17 FEB 1973,GBR,4,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2003,1168
12,4:07.44,,Elena BUHĂIANU-ANTOCI,16 JAN 1975,ROU,6,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1168
13,4:07.84,,Kutre DULECHA,22 AUG 1978,ETH,3,,Stockholm (SWE) (i),18 FEB 2003,1165
14,4:08.20,,Maria CIONCAN,19 JUN 1977,ROU,4,,Stockholm (SWE) (i),18 FEB 2003,1162
15,4:08.74,,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,2,,Moskva (RUS) (i),30 JAN 2003,1157
16,4:08.98,,Yelena ORLOVA,30 MAY 1980,RUS,3,,Moskva (RUS) (i),10 FEB 2003,1156
17,4:09.08,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,5,,Moskva (RUS) (i),27 FEB 2003,1155
18,4:09.28,,Fernanda RIBEIRO,23 JUN 1969,POR,1,,Espinho (POR) (i),01 FEB 2003,1153
19,4:09.42,,Kathleen FRIEDRICH,13 JUL 1977,GER,1,,Erfurt (GER) (i),22 JAN 2003,1152
20,4:09.53,,Sarah SCHWALD,02 JAN 1973,USA,6,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2003,1151
21,4:10.57,,Nelya NEPORADNA,29 JUL 1985,UKR,2,,Sumy (UKR) (i),22 FEB 2003,1143
22,4:10.91,,Berhane ADERE,23 NOV 1973,ETH,5,,Stockholm (SWE) (i),18 FEB 2003,1140
23,4:11.71,,Joanne FENN,19 OCT 1974,GBR,6,,Stockholm (SWE) (i),18 FEB 2003,1134
24,4:11.74,,Olga KOMYAGINA,10 FEB 1974,RUS,3,,Athina (GRE) (i),06 MAR 2003,1134
25,4:12.03,,Zulema FUENTES-PILA,25 MAY 1977,ESP,6h3,,"National Indoor Arena, Birmingham (GBR) (i)",15 MAR 2003,1131
26,4:12.07,,Lívia TÓTH,07 JAN 1980,HUN,1,,Wien (AUT) (i),23 FEB 2003,1131
27,4:12.20,,Maria Cristina GROSU,11 NOV 1976,ROU,2,,Bucureşti (ROU) (i),23 FEB 2003,1130
28,4:12.24,,Oksana BELYAKOVA,09 SEP 1975,RUS,4,,Moskva (RUS) (i),10 FEB 2003,1130
29,4:12.48,,Judit VARGA,16 APR 1976,HUN,4h1,,"National Indoor Arena, Birmingham (GBR) (i)",15 MAR 2003,1128
30,4:12.65,,Galina BOGOMOLOVA,15 OCT 1977,RUS,5,,Moskva (RUS) (i),10 FEB 2003,1127
31,4:12.75,,Jenelle DEATHERAGE,25 SEP 1977,USA,3,,"Boston, MA (USA) (i)",01 FEB 2003,1126
32,4:12.87,,Yuliya CHIZHENKO,30 AUG 1979,RUS,8,,Moskva (RUS) (i),27 FEB 2003,1125
33,4:12.91,,Konstantina EFENTAKI,01 OCT 1978,GRE,3,,Karlsruhe (GER) (i),28 FEB 2003,1125
34,4:13.56,,Hayley PARKINSON-OVENS,05 DEC 1975,GBR,9,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2003,1119
35,4:13.58,,Nédia SEMEDO,14 NOV 1978,POR,2,,Espinho (POR) (i),01 FEB 2003,1119
36,4:13.59,,Heidi JENSEN,14 AUG 1966,DEN,7,,Stockholm (SWE) (i),18 FEB 2003,1119
37,4:13.71,,Sylvia KÜHNEMUND-THIER,25 JUL 1974,GER,1,,Halle (GER) (i),25 JAN 2003,1118
38,4:13.74,,Olena FADEEVA,23 JUN 1966,UKR,3,,Sumy (UKR) (i),22 FEB 2003,1118
