Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:01.47,,Abeba AREGAWI,05 JUL 1990,ETH,1,,Stockholm (SWE) (i),22 FEB 2011,1216
2,4:03.83,,Kalkidan GEZAHEGNE,08 MAY 1991,ETH,2,,Stockholm (SWE) (i),22 FEB 2011,1197
3,4:05.17,,Irene JELAGAT,10 DEC 1988,KEN,3,,Stockholm (SWE) (i),22 FEB 2011,1186
4,4:05.35,,Morgan UCENY,10 MAR 1985,USA,4,,Stockholm (SWE) (i),22 FEB 2011,1185
5,4:05.38,,Sylwia EJDYS,15 JUL 1984,POL,5,,Stockholm (SWE) (i),22 FEB 2011,1184
6,4:05.47,,Yevgeniya ZOLOTOVA,28 APR 1983,RUS,1f2,,Moskva (RUS) (i),29 JAN 2011,1184
7,4:06.86,,Helen CLITHEROE,02 JAN 1974,GBR,6,,Stockholm (SWE) (i),22 FEB 2011,1172
8,4:06.88,,Anastasiya VOLODKINA,15 JUL 1988,RUS,2f2,,Moskva (RUS) (i),29 JAN 2011,1172
9,4:07.10,,Renata PLIŚ,05 FEB 1985,POL,7,,Stockholm (SWE) (i),22 FEB 2011,1171
10,4:07.13,,Hannah ENGLAND,06 MAR 1987,GBR,8,,Stockholm (SWE) (i),22 FEB 2011,1170
11,4:07.42,,Stacey SMITH,24 FEB 1990,GBR,4,,"National Indoor Arena, Birmingham (GBR) (i)",19 FEB 2011,1168
12,4:07.67,,Yekaterina SHARMINA,06 AUG 1986,RUS,1f3,,Moskva (RUS) (i),18 FEB 2011,1166
13,4:08.13,,Ancuţa BOBOCEL,03 OCT 1987,ROU,1,,"Schleyer Halle, Stuttgart (GER) (i)",05 FEB 2011,1162
14,4:08.65,,Ingvill MÅKESTAD BOVIM,07 AUG 1981,NOR,9,,Stockholm (SWE) (i),22 FEB 2011,1158
15,4:08.71,,Yelena KOROBKINA,25 NOV 1990,RUS,4f2,,Moskva (RUS) (i),29 JAN 2011,1158
16,4:08.76,,Fanjanteino FELIX,26 JAN 1980,FRA,2,,"Schleyer Halle, Stuttgart (GER) (i)",05 FEB 2011,1157
17,4:08.81,,Yelena ARZHAKOVA,08 SEP 1989,RUS,2f3,,Moskva (RUS) (i),18 FEB 2011,1157
18,4:08.93,,Olesya SYREVA,25 NOV 1983,RUS,1,,Omsk (RUS) (i),21 JAN 2011,1156
19,4:09.18,,Lindsey DE GRANDE,26 APR 1989,BEL,4,,Gent (BEL) (i),13 FEB 2011,1154
20,4:09.67,,Sigrid VANDEN BEMPT,10 FEB 1981,BEL,10,,Stockholm (SWE) (i),22 FEB 2011,1150
21,4:09.80,,Anna LUCHKINA,13 JAN 1986,RUS,4f3,,Moskva (RUS) (i),18 FEB 2011,1149
22,4:10.07,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,2h3,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",04 MAR 2011,1147
23,4:10.21,,Anna BALAKSHINA,22 NOV 1986,RUS,6f2,,Moskva (RUS) (i),29 JAN 2011,1146
24,4:10.39,,Charlotte SCHÖNBECK,22 DEC 1984,SWE,11,,Stockholm (SWE) (i),22 FEB 2011,1144
25,4:10.65,,Sara MOREIRA,17 OCT 1985,POR,4h3,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",04 MAR 2011,1142
26,4:11.05,,Irina MARACHEVA,24 SEP 1984,RUS,5f3,,Moskva (RUS) (i),18 FEB 2011,1139
27,4:11.16,,Anzhelika SHEVCHENKO,29 OCT 1987,UKR,5h3,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",04 MAR 2011,1138
28,4:12.03,,Svetlana KARAMASHEVA,24 MAY 1988,RUS,2,,Omsk (RUS) (i),21 JAN 2011,1131
29,4:12.12,,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,1,,Spala (POL) (i),12 FEB 2011,1131
30,4:12.26,,Ioana Raluca DOAGĂ,05 APR 1992,ROU,6h1,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",04 MAR 2011,1130
31,4:12.69,,Danuta URBANIK,24 DEC 1989,POL,2,,Spala (POL) (i),12 FEB 2011,1126
32,4:13.26,,Isabel MACÍAS,11 AUG 1984,ESP,2h2,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",04 MAR 2011,1122
33,4:13.35,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,7f3,,Moskva (RUS) (i),18 FEB 2011,1121
34,4:13.77,,Natalya POPKOVA,21 SEP 1988,RUS,8f2,,Moskva (RUS) (i),29 JAN 2011,1118
35,4:13.90,,Olga SOLDATOVA,08 SEP 1985,RUS,9f2,,Moskva (RUS) (i),29 JAN 2011,1117
36,4:13.99,,Svetlana SIMAKOVA,12 JUN 1987,RUS,9f3,,Moskva (RUS) (i),18 FEB 2011,1116
37,4:14.15,,Lidia CHOJECKA,25 JAN 1977,POL,4,,"Schleyer Halle, Stuttgart (GER) (i)",05 FEB 2011,1115
38,4:14.71,,Nataliya TOBIAS,22 NOV 1980,UKR,1f2,,Sumy (UKR) (i),16 FEB 2011,1110
39,4:15.09,,Marcela LUSTIGOVÁ,11 NOV 1982,CZE,1,,Wien (AUT) (i),01 FEB 2011,1108
40,4:15.24,,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,1,,Aubiére (FRA) (i),19 FEB 2011,1106
41,4:15.35,,Sara HALL,15 APR 1983,USA,1,,"MSG, New York, NY (USA) (i)",28 JAN 2011,1105
