Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:58.40,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1241
2,4:00.83,Genzebe DIBABA,08 FEB 1991,ETH,1,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1221
3,4:02.25,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1210
4,4:04.47,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1192
5,4:07.99,Siham HILALI,02 MAY 1986,MAR,2,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1163
6,4:09.11,Axumawit EMBAYE,18 OCT 1994,ETH,2,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1155
7,4:09.36,Rababe ARAFI,12 JAN 1991,MAR,3,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1153
8,4:09.72,Luiza GEGA,05 NOV 1988,ALB,1,,Tirana (ALB),08 FEB 2013,1150
9,4:09.86,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1,,Düsseldorf (GER),08 FEB 2013,1149
10,4:09.90,Luiza GEGA,05 NOV 1988,ALB,1,,Pireaus (GRE),16 FEB 2013,1148
11,4:09.95,Anna SHCHAGINA,07 DEC 1991,RUS,1f2,,Moskva (RUS),25 JAN 2013,1148
12,4:10.24,Siham HILALI,02 MAY 1986,MAR,2,,Düsseldorf (GER),08 FEB 2013,1146
13,4:10.28,Yelena KOROBKINA,25 NOV 1990,RUS,1f3,,Moskva (RUS),14 FEB 2013,1145
14,4:10.69,Rababe ARAFI,12 JAN 1991,MAR,1,,Gent (BEL),10 FEB 2013,1142
14,4:10.69,Anna SHCHAGINA,07 DEC 1991,RUS,2f3,,Moskva (RUS),14 FEB 2013,1142
16,4:10.76,Danuta URBANIK,24 DEC 1989,POL,1,,Spala (POL),17 FEB 2013,1141
17,4:10.94,Isabel MACÍAS,11 AUG 1984,ESP,2,,Gent (BEL),10 FEB 2013,1140
18,4:10.96,Elina SUJEW,02 NOV 1990,GER,3,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1140
19,4:11.02,Yelena SOBOLEVA,03 OCT 1982,RUS,3f3,,Moskva (RUS),14 FEB 2013,1139
20,4:11.26,Diana SUJEW,02 NOV 1990,GER,4,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1138
21,4:11.36,Almenesh BELETE,26 JUL 1989,BEL,3,,Gent (BEL),10 FEB 2013,1137
22,4:11.38,Abeba AREGAWI,05 JUL 1990,SWE,1h2,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1137
23,4:11.47,Marina POSPELOVA,23 JUL 1990,RUS,4f3,,Moskva (RUS),14 FEB 2013,1136
24,4:11.59,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,4,,Gent (BEL),10 FEB 2013,1135
25,4:11.79,Angelika CICHOCKA,15 MAR 1988,POL,2,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1133
26,4:12.06,Isabel MACÍAS,11 AUG 1984,ESP,3,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1131
27,4:12.09,Treniere MOSER,27 OCT 1981,USA,4,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1131
28,4:12.11,Ibtissam LAKHOUAD,07 DEC 1980,MAR,3,,Düsseldorf (GER),08 FEB 2013,1131
29,4:12.16,Mimi BELETE,09 JUN 1988,BRN,5,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1130
30,4:12.25,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1h1,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1130
31,4:12.29,Kate GRACE,24 OCT 1988,USA,f,,"New York, NY (USA)",16 FEB 2013,1129
32,4:12.30,Anna KONOVALOVA,04 JUL 1988,RUS,5f3,,Moskva (RUS),14 FEB 2013,1129
33,4:12.31,Emma COBURN,19 OCT 1990,USA,,,"New York, NY (USA)",16 FEB 2013,1129
34,4:12.36,Laura MUIR,09 MAY 1993,GBR,2h1,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1129
35,4:12.39,Laura MUIR,09 MAY 1993,GBR,1,,Wien (AUT),29 JAN 2013,1129
36,4:12.44,Margherita MAGNANI,26 FEB 1987,ITA,5,,Gent (BEL),10 FEB 2013,1128
37,4:12.48,Maruša MIŠMAŠ,24 OCT 1994,SLO,2,,Wien (AUT),29 JAN 2013,1128
38,4:12.60,Margherita MAGNANI,26 FEB 1987,ITA,4,,Düsseldorf (GER),08 FEB 2013,1127
39,4:12.61,Yelena SOBOLEVA,03 OCT 1982,RUS,3h1,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1127
40,4:12.98,Diana SUJEW,02 NOV 1990,GER,5,,Düsseldorf (GER),08 FEB 2013,1124
41,4:13.16,Claire TARPLEE,22 SEP 1988,IRL,6,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1123
42,4:13.17,Margherita MAGNANI,26 FEB 1987,ITA,4,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1123
43,4:13.26,Annett HORNA,04 FEB 1987,GER,1,,Dortmund (GER),24 FEB 2013,1122
44,4:13.49,Sara MOREIRA,17 OCT 1985,POR,1,,Pombal (POR),16 FEB 2013,1120
45,4:13.57,Elina SUJEW,02 NOV 1990,GER,2,,Dortmund (GER),24 FEB 2013,1119
46,4:13.59,Laura MUIR,09 MAY 1993,GBR,1,,Sheffield (GBR),10 FEB 2013,1119
47,4:13.80,Giulia VIOLA,24 APR 1991,ITA,4h1,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1118
48,4:13.81,Danuta URBANIK,24 DEC 1989,POL,6,,Gent (BEL),10 FEB 2013,1117
49,4:13.96,Fionnula BRITTON,24 SEP 1984,IRL,1,,Athlone (IRL),17 FEB 2013,1116
50,4:14.00,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1,,Gent (BEL),02 FEB 2013,1116
50,4:14.00,Angelika CICHOCKA,15 MAR 1988,POL,2h2,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1116
52,4:14.05,Treniere MOSER,27 OCT 1981,USA,5,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1116
53,4:14.12,Marina POSPELOVA,23 JUL 1990,RUS,2f2,,Moskva (RUS),25 JAN 2013,1115
54,4:14.15,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,7,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1115
55,4:14.19,Isabel MACÍAS,11 AUG 1984,ESP,2,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1115
56,4:14.27,Elina SUJEW,02 NOV 1990,GER,5,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1114
57,4:14.30,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,3,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1114
58,4:14.53,Rose-Anne GALLIGAN,09 DEC 1987,IRL,3,,Wien (AUT),29 JAN 2013,1112
59,4:14.54,Margherita MAGNANI,26 FEB 1987,ITA,1,,Ancona (ITA),16 FEB 2013,1112
60,4:14.58,Claire TARPLEE,22 SEP 1988,IRL,4,,Wien (AUT),29 JAN 2013,1111
61,4:14.65,Luiza GEGA,05 NOV 1988,ALB,1,,Istanbul (TUR),23 FEB 2013,1111
62,4:14.67,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,1,,Spala (POL),02 FEB 2013,1111
63,4:14.70,Hannah ENGLAND,06 MAR 1987,GBR,6,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1111
64,4:14.72,Isabel MACÍAS,11 AUG 1984,ESP,1h3,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1110
65,4:14.74,Diana SUJEW,02 NOV 1990,GER,3,,Dortmund (GER),24 FEB 2013,1110
66,4:14.78,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,2h3,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1110
67,4:14.89,Anna SHCHAGINA,07 DEC 1991,RUS,3h3,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1109
68,4:14.95,Annett HORNA,04 FEB 1987,GER,6,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1109
69,4:15.09,Yelena KOBELEVA,12 JUN 1988,RUS,1f2,,Moskva (RUS),14 FEB 2013,1108
70,4:15.10,Poļina JEĻIZAROVA,01 MAY 1989,LAT,5h1,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1107
71,4:15.16,Claire TARPLEE,22 SEP 1988,IRL,4h3,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1107
72,4:15.29,Elina SUJEW,02 NOV 1990,GER,6,,Düsseldorf (GER),08 FEB 2013,1106
72,4:15.29,Danuta URBANIK,24 DEC 1989,POL,6h1,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1106
74,4:15.38,Annett HORNA,04 FEB 1987,GER,7,,Düsseldorf (GER),08 FEB 2013,1105
75,4:15.41,Rose-Anne GALLIGAN,09 DEC 1987,IRL,2,,Gent (BEL),02 FEB 2013,1105
76,4:15.55,Darya YACHMENYOVA,09 SEP 1990,RUS,2f2,,Moskva (RUS),14 FEB 2013,1104
77,4:15.57,Claire TARPLEE,22 SEP 1988,IRL,7,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1104
78,4:15.60,Anna ROSTKOWSKA,26 JUL 1980,POL,7,,Gent (BEL),10 FEB 2013,1104
79,4:15.77,Giulia VIOLA,24 APR 1991,ITA,2,,Ancona (ITA),16 FEB 2013,1102
80,4:15.85,Margherita MAGNANI,26 FEB 1987,ITA,3h2,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1102
81,4:15.89,Tatyana VINOGRADOVA,09 DEC 1988,RUS,3f2,,Moskva (RUS),14 FEB 2013,1101
82,4:16.12,Charlotte SCHÖNBECK,22 DEC 1984,SWE,8,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1100
83,4:16.17,Charlotte SCHÖNBECK,22 DEC 1984,SWE,7,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1099
84,4:16.25,Darya YACHMENYOVA,09 SEP 1990,RUS,1,,St. Petersburg (RUS),24 JAN 2013,1099
85,4:16.29,Galina YEVSIKOVA,20 JUL 1990,RUS,4f2,,Moskva (RUS),14 FEB 2013,1098
86,4:16.36,Kerry O’FLAHERTY,15 JUL 1981,IRL,2,,Athlone (IRL),17 FEB 2013,1098
86,4:16.36,Silvia DANEKOVA,07 FEB 1983,BUL,2,,Istanbul (TUR),23 FEB 2013,1098
88,4:16.47,Sandra MICHALAK,01 APR 1987,POL,2,,Spala (POL),17 FEB 2013,1097
89,4:16.48,Laura CROWE,05 SEP 1987,IRL,3,,Athlone (IRL),17 FEB 2013,1097
90,4:16.50,Yelena SOBOLEVA,03 OCT 1982,RUS,4,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1097
91,4:16.53,Rosie CLARKE,17 NOV 1991,GBR,8,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1096
92,4:16.60,Sandra MICHALAK,01 APR 1987,POL,2,,Spala (POL),02 FEB 2013,1096
93,4:16.65,Sandra MICHALAK,01 APR 1987,POL,8,,Gent (BEL),10 FEB 2013,1095
94,4:16.76,Albina NESMASHNAYA,17 FEB 1992,RUS,5f2,,Moskva (RUS),14 FEB 2013,1095
95,4:16.79,Giulia VIOLA,24 APR 1991,ITA,9,,Gent (BEL),10 FEB 2013,1094
96,4:16.83,Giulia VIOLA,24 APR 1991,ITA,5,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1094
97,4:16.86,Giulia VIOLA,24 APR 1991,ITA,5,,Wien (AUT),29 JAN 2013,1094
98,4:17.07,Poļina JEĻIZAROVA,01 MAY 1989,LAT,1,,Kuldiga (LAT),19 JAN 2013,1092
99,4:17.09,Rosie CLARKE,17 NOV 1991,GBR,2,,Sheffield (GBR),10 FEB 2013,1092
100,4:17.16,Johanna RISKU-LEHTINEN,21 FEB 1979,FIN,1,,Växjö (SWE),09 FEB 2013,1091
101,4:17.21,Yekaterina SHKODRINA,14 MAY 1984,RUS,6f2,,Moskva (RUS),14 FEB 2013,1091
102,4:17.23,Elina SUJEW,02 NOV 1990,GER,1,,Hamburg (GER),19 JAN 2013,1091
103,4:17.27,Diana SUJEW,02 NOV 1990,GER,5h3,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1091
104,4:17.47,Qing LIU,28 APR 1986,CHN,1f1,,Beijing (CHN),29 MAR 2013,1089
105,4:17.57,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,3,,Sheffield (GBR),10 FEB 2013,1088
106,4:17.62,Silvia DANEKOVA,07 FEB 1983,BUL,4h2,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1088
107,4:17.81,Elina SUJEW,02 NOV 1990,GER,5h2,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1086
108,4:17.88,Kseniya KOZHEDUB,11 AUG 1992,RUS,3f2,,Moskva (RUS),25 JAN 2013,1086
109,4:17.91,Albina NESMASHNAYA,17 FEB 1992,RUS,4f2,,Moskva (RUS),25 JAN 2013,1086
109,4:17.91,Rose-Anne GALLIGAN,09 DEC 1987,IRL,4,,Athlone (IRL),17 FEB 2013,1086
111,4:17.98,Galina YEVSIKOVA,20 JUL 1990,RUS,2,,St. Petersburg (RUS),24 JAN 2013,1085
112,4:17.99,Kristine Eikrem ENGESET,15 NOV 1988,NOR,9,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1085
113,4:18.39,Laura MUIR,09 MAY 1993,GBR,6,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1082
114,4:18.52,Charlotte SCHÖNBECK,22 DEC 1984,SWE,6h3,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1081
115,4:18.73,Polina CHECHYOTKA,01 DEC 1989,RUS,3,,St. Petersburg (RUS),24 JAN 2013,1079
116,4:19.08,Polina CHECHYOTKA,01 DEC 1989,RUS,7f2,,Moskva (RUS),14 FEB 2013,1077
117,4:19.31,Claire TARPLEE,22 SEP 1988,IRL,1,,Sheffield (GBR),06 JAN 2013,1075
118,4:19.37,Alison LEONARD,17 MAR 1990,GBR,6,,Wien (AUT),29 JAN 2013,1074
119,4:19.46,Kristine Eikrem ENGESET,15 NOV 1988,NOR,2,,Växjö (SWE),09 FEB 2013,1074
