Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:58.80,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Arena, Toruń (POL)",10 FEB 2017,1238
2,4:02.39,Laura MUIR,09 MAY 1993,GBR,1,,"Kombank Arena, Beograd (SRB)",04 MAR 2017,1209
3,4:03.05,Sifan HASSAN,01 JAN 1993,NED,,,"New York, NY (USA)",11 FEB 2017,1203
4,4:04.45,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,,"Kombank Arena, Beograd (SRB)",04 MAR 2017,1192
5,4:04.56,Shannon ROWBURY,19 SEP 1984,USA,,,"New York, NY (USA)",11 FEB 2017,1191
6,4:04.86,Kate GRACE,24 OCT 1988,USA,,,"New York, NY (USA)",11 FEB 2017,1189
7,4:04.91,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,Leipzig (GER),19 FEB 2017,1188
8,4:04.95,Axumawit EMBAYE,18 OCT 1994,ETH,2,,"Arena, Toruń (POL)",10 FEB 2017,1188
9,4:06.40,Meraf BAHTA,24 JUN 1989,SWE,3,,"Arena, Toruń (POL)",10 FEB 2017,1176
10,4:06.59,Sofia ENNAOUI,30 AUG 1995,POL,4,,"Arena, Toruń (POL)",10 FEB 2017,1175
10,4:06.59,Sofia ENNAOUI,30 AUG 1995,POL,3,,"Kombank Arena, Beograd (SRB)",04 MAR 2017,1175
12,4:06.66,Luiza GEGA,05 NOV 1988,ALB,1,,Istanbul (TUR),17 FEB 2017,1174
13,4:06.68,Axumawit EMBAYE,18 OCT 1994,ETH,1,,Ostrava (CZE),14 FEB 2017,1174
14,4:07.47,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Moskva (RUS),05 FEB 2017,1168
15,4:07.90,Meraf BAHTA,24 JUN 1989,SWE,4,,"Kombank Arena, Beograd (SRB)",04 MAR 2017,1164
16,4:08.15,Yelena KOROBKINA,25 NOV 1990,RUS,2,,Moskva (RUS),05 FEB 2017,1162
17,4:08.19,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,1,,Athlone (IRL),15 FEB 2017,1162
18,4:08.26,Luiza GEGA,05 NOV 1988,ALB,2,,Ostrava (CZE),14 FEB 2017,1161
19,4:08.50,Anna SHCHAGINA,07 DEC 1991,RUS,3,,Moskva (RUS),05 FEB 2017,1159
20,4:08.56,Fantu WORKU,29 MAR 1999,ETH,3,,Ostrava (CZE),14 FEB 2017,1159
21,4:08.76,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,1f1,,"Kirchberg, Luxembourg (LUX)",10 FEB 2017,1157
21,4:08.76,Rababe ARAFI,12 JAN 1991,MAR,4,,Ostrava (CZE),14 FEB 2017,1157
23,4:08.97,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,4,,Moskva (RUS),05 FEB 2017,1156
24,4:09.17,Besu SADO,12 JAN 1996,ETH,5,,"Arena, Toruń (POL)",10 FEB 2017,1154
25,4:09.48,Renata PLIŚ,05 FEB 1985,POL,5,,Ostrava (CZE),14 FEB 2017,1152
26,4:09.95,Meryem AKDAĞ,05 AUG 1992,TUR,2,,Istanbul (TUR),17 FEB 2017,1148
27,4:10.04,Simona VRZALOVÁ,07 APR 1988,CZE,6,,Ostrava (CZE),14 FEB 2017,1147
28,4:10.28,Laura MUIR,09 MAY 1993,GBR,1h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1145
29,4:10.35,Nicole SIFUENTES,30 JUN 1986,CAN,,,"New York, NY (USA)",11 FEB 2017,1145
29,4:10.35,Amela TERZIĆ,02 JAN 1993,SRB,2h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1145
31,4:10.37,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1145
32,4:10.42,Yelena KOROBKINA,25 NOV 1990,RUS,,,Moskva (RUS),24 JAN 2017,1144
33,4:10.90,Dominique SCOTT,24 JUN 1992,RSA,,,"New York, NY (USA)",11 FEB 2017,1140
34,4:11.00,Kaela EDWARDS,08 DEC 1993,USA,,,"New York, NY (USA)",11 FEB 2017,1140
35,4:11.12,Alexa EFRAIMSON,20 FEB 1997,USA,,,"New York, NY (USA)",11 FEB 2017,1139
36,4:11.18,Zoe BUCKMAN,21 DEC 1988,AUS,2,,Athlone (IRL),15 FEB 2017,1138
37,4:11.43,Heather KAMPF,19 JAN 1987,USA,,,"New York, NY (USA)",11 FEB 2017,1136
38,4:11.45,Winny CHEBET,20 DEC 1990,KEN,7,,Ostrava (CZE),14 FEB 2017,1136
39,4:11.53,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,8,,Ostrava (CZE),14 FEB 2017,1135
40,4:11.54,Yasemin CAN,11 DEC 1996,TUR,3,,Istanbul (TUR),17 FEB 2017,1135
41,4:11.57,Yelena KOROBKINA,25 NOV 1990,RUS,1f3,,Moskva (RUS),21 FEB 2017,1135
42,4:11.62,Sarah MCDONALD,02 AUG 1993,GBR,3,,Athlone (IRL),15 FEB 2017,1135
43,4:11.64,Luiza GEGA,05 NOV 1988,ALB,5,,"Kombank Arena, Beograd (SRB)",04 MAR 2017,1135
44,4:11.73,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,6,,"Arena, Toruń (POL)",10 FEB 2017,1134
45,4:11.77,Linn NILSSON,15 OCT 1990,SWE,4,,Athlone (IRL),15 FEB 2017,1133
46,4:11.91,Sofia ENNAOUI,30 AUG 1995,POL,1h3,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1132
47,4:11.93,Leah O'CONNOR,30 AUG 1992,USA,,,"New York, NY (USA)",11 FEB 2017,1132
48,4:11.96,Anna SHCHAGINA,07 DEC 1991,RUS,2f3,,Moskva (RUS),21 FEB 2017,1132
49,4:11.98,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,3f3,,Moskva (RUS),21 FEB 2017,1132
50,4:12.24,Charlene LIPSEY,16 JUL 1991,USA,,,"New York, NY (USA)",04 FEB 2017,1130
51,4:12.31,Axumawit EMBAYE,18 OCT 1994,ETH,1,,Val-de-Reuil (FRA),06 FEB 2017,1129
52,4:12.35,Ellinor PURRIER,20 FEB 1995,USA,,,"New York, NY (USA)",11 FEB 2017,1129
53,4:12.39,Meraf BAHTA,24 JUN 1989,SWE,1h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1129
54,4:12.46,Ciara MAGEEAN,12 MAR 1992,IRL,5,,Athlone (IRL),15 FEB 2017,1128
55,4:12.47,Kate VAN BUSKIRK,09 JUN 1987,CAN,,,"New York, NY (USA)",04 FEB 2017,1128
56,4:12.49,Renata PLIŚ,05 FEB 1985,POL,7,,"Arena, Toruń (POL)",10 FEB 2017,1128
57,4:12.50,Sarah MCDONALD,02 AUG 1993,GBR,2h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1128
58,4:12.51,Amela TERZIĆ,02 JAN 1993,SRB,1,,Beograd (SRB),04 FEB 2017,1128
59,4:12.52,Darya BARYSEVICH,06 APR 1990,BLR,3h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1128
60,4:12.55,Özlem KAYA ALICI,20 APR 1990,TUR,4,,Istanbul (TUR),17 FEB 2017,1127
61,4:12.59,Kate VAN BUSKIRK,09 JUN 1987,CAN,,,"New York, NY (USA)",20 JAN 2017,1127
62,4:12.73,Sarah MCDONALD,02 AUG 1993,GBR,1,,Cardiff (GBR),15 JAN 2017,1126
63,4:12.81,Ciara MAGEEAN,12 MAR 1992,IRL,4h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1125
64,4:13.14,Amela TERZIĆ,02 JAN 1993,SRB,1,,Beograd (SRB),25 FEB 2017,1123
65,4:13.15,Darya BARYSEVICH,06 APR 1990,BLR,1,,Gent (BEL),11 FEB 2017,1123
66,4:13.19,Genevieve LACAZE,04 AUG 1989,AUS,6,,Athlone (IRL),15 FEB 2017,1122
67,4:13.29,Siham HILALI,02 MAY 1986,MAR,5,,Istanbul (TUR),17 FEB 2017,1122
68,4:13.37,Gudaf TSEGAY,23 JUN 1997,ETH,2,,Val-de-Reuil (FRA),06 FEB 2017,1121
