Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:59.08,Genzebe DIBABA,08 FEB 1991,ETH,1,,Sabadell (ESP),06 FEB 2019,1236
2,4:02.70,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,,,"New York, NY (USA)",09 FEB 2019,1206
3,4:05.22,Sofia ENNAOUI,30 AUG 1995,POL,1,,Ostrava (CZE),12 FEB 2019,1186
4,4:05.73,Simona VRZALOVÁ,07 APR 1988,CZE,2,,Ostrava (CZE),12 FEB 2019,1182
5,4:05.92,Laura MUIR,09 MAY 1993,GBR,1,,"Emirates Arena, Glasgow (GBR)",03 MAR 2019,1180
6,4:06.16,Colleen QUIGLEY,20 NOV 1992,USA,,,"New York, NY (USA)",09 FEB 2019,1178
7,4:06.55,Kate GRACE,24 OCT 1988,USA,,,"New York, NY (USA)",09 FEB 2019,1175
8,4:06.76,Ciara MAGEEAN,12 MAR 1992,IRL,1,,Athlone (IRL),13 FEB 2019,1173
9,4:07.05,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,2,,Athlone (IRL),13 FEB 2019,1171
10,4:07.64,Shannon OSIKA,15 JUN 1993,USA,,,"New York, NY (USA)",09 FEB 2019,1166
11,4:08.05,Marta PÉREZ,19 APR 1993,ESP,1h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1163
12,4:08.06,Simona VRZALOVÁ,07 APR 1988,CZE,2h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1163
13,4:08.09,Maruša MIŠMAŠ,24 OCT 1994,SLO,3,,Ostrava (CZE),12 FEB 2019,1163
14,4:08.15,Ciara MAGEEAN,12 MAR 1992,IRL,3h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1162
15,4:08.31,Sofia ENNAOUI,30 AUG 1995,POL,1,,"Gallur, Madrid (ESP)",08 FEB 2019,1161
15,4:08.31,Darya BARYSEVICH,06 APR 1990,BLR,4h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1161
17,4:08.36,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1160
17,4:08.36,Cory Ann MCGEE,29 MAY 1992,USA,,,"New York, NY (USA)",09 FEB 2019,1160
19,4:08.38,Dawit SEYAUM,27 JUL 1996,ETH,,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1160
20,4:08.48,Amela TERZIĆ,02 JAN 1993,SRB,1,,Istanbul (TUR),17 FEB 2019,1160
21,4:08.50,Ellinor PURRIER,20 FEB 1995,USA,,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1159
22,4:08.53,Darya BARYSEVICH,06 APR 1990,BLR,2,,Istanbul (TUR),17 FEB 2019,1159
23,4:08.59,Katie MACKEY,12 NOV 1987,USA,,,"New York, NY (USA)",09 FEB 2019,1159
24,4:08.90,Lemlem HAILU,25 MAY 2001,ETH,2,,Sabadell (ESP),06 FEB 2019,1156
25,4:09.29,Laura MUIR,09 MAY 1993,GBR,1h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1153
