Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:54.77,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Arena, Toruń (POL)",22 FEB 2022,1271
2,3:57.19,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Štark Arena, Beograd (SRB)",19 MAR 2022,1251
3,3:57.38,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Gallur, Madrid (ESP)",02 MAR 2022,1250
4,4:02.12,Axumawit EMBAYE,18 OCT 1994,ETH,1,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1211
5,4:02.13,Ellinor PURRIER ST. PIERRE,20 FEB 1995,USA,,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1211
6,4:02.14,Hirut MESHESHA,20 JAN 2001,ETH,2,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1211
7,4:02.22,Hirut MESHESHA,20 JAN 2001,ETH,2,,"Gallur, Madrid (ESP)",02 MAR 2022,1210
8,4:02.25,Lemlem HAILU,25 MAY 2001,ETH,2,,"Arena, Toruń (POL)",22 FEB 2022,1210
9,4:02.29,Axumawit EMBAYE,18 OCT 1994,ETH,2,,"Štark Arena, Beograd (SRB)",19 MAR 2022,1209
10,4:02.50,Freweyni HAILU,12 FEB 2001,ETH,3,,"Arena, Toruń (POL)",22 FEB 2022,1208
11,4:02.52,Habitam ALEMU,09 JUL 1997,ETH,4,,"Arena, Toruń (POL)",22 FEB 2022,1207
12,4:02.66,Freweyni HAILU,12 FEB 2001,ETH,3,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1206
13,4:03.16,Josette NORRIS,15 DEC 1995,USA,,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1202
14,4:03.22,Hirut MESHESHA,20 JAN 2001,ETH,5,,"Arena, Toruń (POL)",22 FEB 2022,1202
15,4:03.38,Freweyni HAILU,12 FEB 2001,ETH,3,,"Gallur, Madrid (ESP)",02 MAR 2022,1200
16,4:03.39,Hirut MESHESHA,20 JAN 2001,ETH,3,,"Štark Arena, Beograd (SRB)",19 MAR 2022,1200
17,4:03.54,Winnie NANYONDO,23 AUG 1993,UGA,6,,"Arena, Toruń (POL)",22 FEB 2022,1199
18,4:04.15,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1194
