Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:03.28,,Kalkidan GEZAHEGNE,08 MAY 1991,ETH,1,,Stockholm (SWE) (i),10 FEB 2010,1201
2,4:03.44,,Gelete BURKA,23 JAN 1986,ETH,1,,"Schleyer Halle, Stuttgart (GER) (i)",06 FEB 2010,1200
3,4:04.80,,Genzebe DIBABA,08 FEB 1991,ETH,1,,Gent (BEL) (i),14 FEB 2010,1189
4,4:05.33,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,2,,Stockholm (SWE) (i),10 FEB 2010,1185
5,4:06.35,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1,,Zaragoza (ESP) (i),06 FEB 2010,1177
6,4:07.17,,Sylwia EJDYS,15 JUL 1984,POL,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1170
7,4:07.45,,Irene JELAGAT,10 DEC 1988,KEN,2,,"Schleyer Halle, Stuttgart (GER) (i)",06 FEB 2010,1168
8,4:07.89,,Jessica AUGUSTO,08 NOV 1981,POR,1,,Espinho (POR) (i),27 FEB 2010,1164
9,4:08.2h,,Mariya SAVINOVA,13 AUG 1985,RUS,1,,Chelyabinsk (RUS) (i),16 JAN 2010,1162
10,4:08.25,,Yevgeniya ZOLOTOVA,28 APR 1983,RUS,1f1,,Moskva (RUS) (i),13 FEB 2010,1161
11,4:09.59,,Erin DONOHUE,08 MAY 1983,USA,6,,"Aspire Dome, Doha (QAT) (i)",14 MAR 2010,1151
12,4:09.85,,Renata PLIŚ,05 FEB 1985,POL,2,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1149
13,4:10.08,,Helen CLITHEROE,02 JAN 1974,GBR,3,,"Schleyer Halle, Stuttgart (GER) (i)",06 FEB 2010,1147
14,4:10.36,,Lidia CHOJECKA,25 JAN 1977,POL,4,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1145
15,4:10.39,,Meskerem ASSEFA,03 OCT 1991,ETH,1,,Metz (FRA) (i),14 FEB 2010,1144
16,4:10.47,,Natallia KAREIVA,14 NOV 1985,BLR,1,,Mogilyov (BLR) (i),12 FEB 2010,1144
17,4:10.54,,Angelika CICHOCKA,15 MAR 1988,POL,2,,Düsseldorf (GER) (i),03 FEB 2010,1143
18,4:10.72,,Sarah BROWN,15 OCT 1986,USA,8,,"Aspire Dome, Doha (QAT) (i)",14 MAR 2010,1142
