Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:55.17,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Europahalle, Karlsruhe (GER)",01 FEB 2014,1268
2,3:57.91,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1245
3,4:00.61,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Ergo Arena, Sopot (POL)",08 MAR 2014,1223
4,4:05.32,Laura MUIR,09 MAY 1993,GBR,1,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1185
5,4:05.34,Sifan HASSAN,01 JAN 1993,NED,2,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1185
6,4:05.78,Yelena KOROBKINA,25 NOV 1990,RUS,3,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1181
7,4:05.82,Hellen OBIRI,13 DEC 1989,KEN,4,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1181
8,4:06.63,Mary CAIN,03 MAY 1996,USA,,,"Boston, MA (USA)",24 JAN 2014,1174
9,4:07.01,Hellen OBIRI,13 DEC 1989,KEN,1,,Düsseldorf (GER),30 JAN 2014,1171
10,4:07.05,Mary CAIN,03 MAY 1996,USA,1,,"Albuquerque, NM (USA)",23 FEB 2014,1171
11,4:07.12,Axumawit EMBAYE,18 OCT 1994,ETH,2,,"Ergo Arena, Sopot (POL)",08 MAR 2014,1170
12,4:07.61,Nicole SIFUENTES,30 JUN 1986,CAN,3,,"Ergo Arena, Sopot (POL)",08 MAR 2014,1166
13,4:07.62,Siham HILALI,02 MAY 1986,MAR,4,,"Ergo Arena, Sopot (POL)",08 MAR 2014,1166
14,4:07.84,Luiza GEGA,05 NOV 1988,ALB,1,,Istanbul (TUR),22 FEB 2014,1165
14,4:07.84,Treniere MOSER,27 OCT 1981,USA,5,,"Ergo Arena, Sopot (POL)",08 MAR 2014,1165
16,4:08.15,Angelika CICHOCKA,15 MAR 1988,POL,2,,"Europahalle, Karlsruhe (GER)",01 FEB 2014,1162
17,4:08.24,Luiza GEGA,05 NOV 1988,ALB,6,,"Ergo Arena, Sopot (POL)",08 MAR 2014,1161
18,4:08.47,Gudaf TSEGAY,23 JUN 1997,ETH,2,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1160
19,4:08.74,Abeba AREGAWI,05 JUL 1990,SWE,1h2,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1157
20,4:08.79,Betlhem DESALEGN,13 NOV 1991,UAE,3,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1157
21,4:08.88,Axumawit EMBAYE,18 OCT 1994,ETH,3,,"Europahalle, Karlsruhe (GER)",01 FEB 2014,1156
22,4:09.01,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,5,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1155
23,4:09.08,Dawit SEYAUM,27 JUL 1996,ETH,1,,Praha (CZE),25 FEB 2014,1155
24,4:09.15,Rababe ARAFI,12 JAN 1991,MAR,2,,Praha (CZE),25 FEB 2014,1154
