Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:01.90,,Kutre DULECHA,22 AUG 1978,ETH,1,,Karlsruhe (GER) (i),15 FEB 2004,1212
2,4:04.42,,Alesia TURAVA,06 DEC 1979,BLR,1,,Stockholm (SWE) (i),12 FEB 2004,1192
3,4:04.83,,Kelly HOLMES,19 APR 1970,GBR,2,,Stockholm (SWE) (i),12 FEB 2004,1189
4,4:05.63,,Hayley PARRY-TULLETT,17 FEB 1973,GBR,3,,Stockholm (SWE) (i),12 FEB 2004,1182
5,4:05.91,,Gulnara SAMITOVA,09 JUL 1978,RUS,1,,Moskva (RUS) (i),19 FEB 2004,1180
6,4:06.04,,Judit VARGA,16 APR 1976,HUN,3,,Karlsruhe (GER) (i),15 FEB 2004,1179
7,4:06.61,,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,2,,Moskva (RUS) (i),19 FEB 2004,1174
8,4:07.76,,Natalya YEVDOKIMOVA,17 MAR 1978,RUS,3,,Peania (GRE) (i),22 FEB 2004,1165
9,4:07.9h,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,1,,Shchelkovo (RUS) (i),08 FEB 2004,1164
10,4:07.97,,Yuliya CHIZHENKO,30 AUG 1979,RUS,3,,Moskva (RUS) (i),19 FEB 2004,1164
11,4:08.18,,Carmen DOUMA-HUSSAR,12 MAR 1977,CAN,2,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1162
12,4:08.50,,Daniela YORDANOVA,08 MAR 1976,BUL,3h1,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1159
13,4:08.51,,Yuliya KOSENKOVA,28 MAR 1973,RUS,4,,Moskva (RUS) (i),19 FEB 2004,1159
14,4:08.95,,Irina LISHCHINSKA,15 JAN 1976,UKR,4,,Peania (GRE) (i),22 FEB 2004,1156
15,4:08.96,,Nataliya TOBIAS,22 NOV 1980,UKR,4h1,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1156
16,4:09.01,,Lidia CHOJECKA,25 JAN 1977,POL,5h1,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1155
17,4:09.16,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1,,Valencia (ESP) (i),14 FEB 2004,1154
18,4:09.82,,Jennifer TOOMEY,19 DEC 1971,USA,1,,"Boston, MA (USA) (i)",29 FEB 2004,1149
19,4:09.88,,Konstantina EFENTAKI,01 OCT 1978,GRE,5,,Karlsruhe (GER) (i),15 FEB 2004,1148
20,4:10.68,,Andrea ŠULDESOVÁ,11 FEB 1975,CZE,3,,Liévin (FRA) (i),28 FEB 2004,1142
21,4:11.23,,Yelena KANALES,07 FEB 1976,RUS,6,,Moskva (RUS) (i),19 FEB 2004,1138
22,4:11.30,,Alina CUCERZAN,28 JUL 1974,ROU,5,,Peania (GRE) (i),22 FEB 2004,1137
23,4:11.54,,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,6,,Peania (GRE) (i),22 FEB 2004,1135
24,4:11.72,,Sonja ROMAN,11 MAR 1979,SLO,4h2,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1134
25,4:11.93,,Amy RUDOLPH,18 SEP 1973,USA,2,,"Boston, MA (USA) (i)",29 FEB 2004,1132
26,4:11.95,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,8h1,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1132
27,4:12.00,,Carrie TOLLEFSON,18 JAN 1977,USA,2,,"Boston, MA (USA) (i)",31 JAN 2004,1132
28,4:12.67,,Joanne FENN,19 OCT 1974,GBR,1,,Sheffield (GBR) (i),08 FEB 2004,1126
29,4:12.86,,Mardrea HYMAN,22 DEC 1972,JAM,7,,Karlsruhe (GER) (i),15 FEB 2004,1125
30,4:12.87,,Maria MARTINS,01 APR 1974,FRA,3,,Leipzig (GER) (i),14 FEB 2004,1125
30,4:12.87,,Suzy FAVOR HAMILTON,08 AUG 1968,USA,3,,"Boston, MA (USA) (i)",29 FEB 2004,1125
32,4:13.26,,Meskerem LEGESSE,28 SEP 1986,ETH,3,,"Boston, MA (USA) (i)",31 JAN 2004,1122
33,4:13.43,,Lyubov KHARLAMOVA,02 MAR 1981,RUS,8,,Moskva (RUS) (i),19 FEB 2004,1120
34,4:13.55,,Shalane FLANAGAN,08 JUL 1981,USA,4,,"Boston, MA (USA) (i)",31 JAN 2004,1120
35,4:13.61,,Irina MIKITENKO,23 AUG 1972,GER,4,,Leipzig (GER) (i),14 FEB 2004,1119
36,4:13.66,,Sally GLYNN-HAUSER,11 MAR 1978,USA,5,,"Boston, MA (USA) (i)",31 JAN 2004,1119
37,4:13.74,,Latifa ESSAROKH,11 DEC 1973,FRA,9h1,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1118
38,4:14.04,,Mestawet TADESSE,19 JUL 1985,ETH,2,,Mondeville (FRA) (i),31 JAN 2004,1116
39,4:14.12,,Wioletta FRANKIEWICZ,09 JUN 1977,POL,5,,Leipzig (GER) (i),14 FEB 2004,1115
40,4:14.14,,Yelena ORLOVA,30 MAY 1980,RUS,9,,Moskva (RUS) (i),19 FEB 2004,1115
41,4:14.26,,Kathleen FRIEDRICH,13 JUL 1977,GER,9,,Karlsruhe (GER) (i),15 FEB 2004,1114
42,4:14.73,,Zulema FUENTES-PILA,25 MAY 1977,ESP,7,,Leipzig (GER) (i),14 FEB 2004,1110
43,4:14.75,,Oksana ZBROZHEK,12 JAN 1978,RUS,4,,Samara (RUS) (i),29 JAN 2004,1110
43,4:14.75,,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,3,,Mondeville (FRA) (i),31 JAN 2004,1110
45,4:14.84,,Jenelle DEATHERAGE,25 SEP 1977,USA,4,,"Boston, MA (USA) (i)",29 FEB 2004,1109
46,4:15.24,,Emmanuelle BOSSERT,23 SEP 1971,FRA,10,,Karlsruhe (GER) (i),15 FEB 2004,1106
47,4:15.25,,Oksana BELYAKOVA,09 SEP 1975,RUS,10,,Moskva (RUS) (i),19 FEB 2004,1106
48,4:15.27,,Svetlana CHERKASOVA,20 MAY 1978,RUS,6,,Liévin (FRA) (i),28 FEB 2004,1106
49,4:15.54,,Marina DUBROVA,09 DEC 1978,UKR,11,,Moskva (RUS) (i),19 FEB 2004,1104
50,4:15.76,,Nelya NEPORADNA,29 JUL 1985,UKR,2,,Sumy (UKR) (i),21 FEB 2004,1102
51,4:15.90,,Mary Jane HARRELSON-REEVES,17 JUN 1978,USA,5,,"Boston, MA (USA) (i)",29 FEB 2004,1101
